Suburb,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Sunshine,3,880000.0,12.6,3020.0,1.0,3.0,463.0,107.0,1925.0,Brimbank
Sunshine,3,570000.0,12.6,3020.0,1.0,2.0,535.0,105.0,1970.0,Brimbank
Sunshine,3,700000.0,12.6,3020.0,1.0,4.0,505.0,75.0,1960.0,Brimbank
Sunshine,3,571000.0,12.6,3020.0,1.0,2.0,589.0,,1960.0,Brimbank
Sunshine,4,835000.0,12.6,3020.0,2.0,2.0,465.0,,1980.0,Brimbank
Sunshine,3,625000.0,12.6,3020.0,1.0,1.0,459.0,120.0,1955.0,Brimbank
Sunshine,3,695000.0,12.6,3020.0,1.0,1.0,616.0,117.0,1930.0,Brimbank
Sunshine,3,794000.0,12.6,3020.0,1.0,0.0,426.0,,,Brimbank
Sunshine,3,890000.0,12.6,3020.0,1.0,1.0,668.0,,,Brimbank
Sunshine,3,910000.0,12.6,3020.0,2.0,2.0,653.0,650.0,1992.0,Brimbank
Sunshine,3,607000.0,12.6,3020.0,1.0,2.0,563.0,122.0,1965.0,Brimbank
Sunshine,3,679500.0,12.6,3020.0,1.0,1.0,351.0,125.0,2002.0,Brimbank
Sunshine,3,500000.0,12.6,3020.0,1.0,2.0,224.0,159.0,1985.0,Brimbank
Sunshine,4,895000.0,12.6,3020.0,2.0,3.0,430.0,144.0,1945.0,Brimbank
Sunshine,3,762500.0,12.6,3020.0,1.0,1.0,510.0,,,Brimbank
Sunshine,2,702000.0,12.6,3020.0,1.0,0.0,611.0,,,Brimbank
Sunshine,2,410000.0,12.6,3020.0,2.0,2.0,204.0,85.0,2008.0,Brimbank
Sunshine,2,720000.0,12.6,3020.0,1.0,2.0,465.0,,,Brimbank
Sunshine,3,590000.0,12.6,3020.0,2.0,1.0,286.0,,,Brimbank
Sunshine,3,635000.0,12.6,3020.0,1.0,1.0,631.0,107.0,1960.0,Brimbank
Sunshine,3,711000.0,12.6,3020.0,1.0,2.0,494.0,,,Brimbank
Sunshine,4,700000.0,12.6,3020.0,1.0,5.0,650.0,,,Brimbank
Sunshine,2,435000.0,12.6,3020.0,1.0,1.0,155.0,,1940.0,Brimbank
Sunshine,4,1001000.0,12.6,3020.0,2.0,2.0,581.0,97.0,,Brimbank
Sunshine,3,591500.0,12.6,3020.0,1.0,2.0,427.0,,,Brimbank
Sunshine North,4,716000.0,13.3,3020.0,1.0,1.0,683.0,,,Brimbank
Sunshine North,3,701000.0,13.3,3020.0,2.0,0.0,630.0,,,Brimbank
Sunshine North,3,555000.0,13.3,3020.0,1.0,1.0,565.0,,,Brimbank
Sunshine North,3,490000.0,13.3,3020.0,1.0,2.0,541.0,,,Brimbank
Sunshine North,3,620500.0,13.3,3020.0,1.0,1.0,609.0,,,Brimbank
Sunshine North,3,480000.0,13.3,3020.0,1.0,2.0,546.0,99.0,1978.0,Brimbank
Sunshine North,2,435000.0,13.3,3020.0,1.0,4.0,343.0,81.0,1960.0,Brimbank
Sunshine North,3,607000.0,13.3,3020.0,1.0,2.0,575.0,,,Brimbank
Sunshine North,3,600000.0,13.3,3020.0,1.0,3.0,634.0,,,Brimbank
Sunshine North,2,560000.0,13.3,3020.0,1.0,1.0,615.0,106.0,1970.0,Brimbank
Sunshine North,4,626800.0,13.3,3020.0,1.0,2.0,581.0,130.0,1950.0,Brimbank
Sunshine North,3,670000.0,13.3,3020.0,1.0,2.0,532.0,,,Brimbank
Sunshine North,3,571500.0,13.3,3020.0,2.0,2.0,528.0,137.0,1990.0,Brimbank
Sunshine North,2,315000.0,13.3,3020.0,1.0,1.0,14.0,,,Brimbank
Sunshine North,3,630000.0,13.3,3020.0,1.0,4.0,625.0,,,Brimbank
Sunshine North,3,685000.0,13.3,3020.0,1.0,3.0,592.0,,,Brimbank
Sunshine North,3,690000.0,13.3,3020.0,1.0,3.0,629.0,,,Brimbank
Sunshine North,5,605000.0,13.3,3020.0,2.0,2.0,661.0,133.0,1960.0,Brimbank
Sunshine North,3,808000.0,13.3,3020.0,1.0,2.0,692.0,,,Brimbank
Sunshine North,3,790000.0,13.3,3020.0,1.0,2.0,568.0,,,Brimbank
Sunshine North,3,600000.0,13.3,3020.0,1.0,2.0,751.0,112.0,1960.0,Brimbank
Sunshine North,3,650000.0,13.3,3020.0,1.0,0.0,598.0,112.0,1950.0,Brimbank
Sunshine North,4,640000.0,13.3,3020.0,1.0,1.0,609.0,,,Brimbank
Sunshine North,4,736000.0,13.3,3020.0,1.0,2.0,615.0,133.0,1955.0,Brimbank
Sunshine North,3,605000.0,13.3,3020.0,1.0,1.0,617.0,,,Brimbank
Sunshine North,3,650000.0,13.3,3020.0,1.0,1.0,611.0,,,Brimbank
Sunshine North,3,725000.0,13.3,3020.0,1.0,1.0,668.0,,,Brimbank
Sunshine North,2,715000.0,13.3,3020.0,1.0,2.0,588.0,,,Brimbank
Sunshine North,4,735000.0,13.3,3020.0,2.0,5.0,635.0,201.0,1975.0,Brimbank
Sunshine North,3,635800.0,13.3,3020.0,1.0,1.0,602.0,,,Brimbank
Sunshine North,3,432500.0,13.3,3020.0,1.0,1.0,581.0,,,Brimbank
Sunshine North,3,621000.0,13.3,3020.0,1.0,1.0,619.0,,,Brimbank
Sunshine North,3,580000.0,13.3,3020.0,1.0,1.0,0.0,,,Brimbank
Sunshine North,3,680000.0,13.3,3020.0,1.0,2.0,553.0,105.0,,Brimbank
Sunshine North,3,700000.0,13.3,3020.0,1.0,2.0,538.0,111.0,1975.0,Brimbank
Sunshine North,3,650000.0,13.3,3020.0,1.0,2.0,476.0,,,Brimbank
Sunshine North,2,1190000.0,13.3,3020.0,1.0,6.0,968.0,141.0,1950.0,Brimbank
Sunshine North,3,591000.0,13.3,3020.0,1.0,2.0,673.0,673.0,1970.0,Brimbank
Sunshine North,3,665000.0,13.3,3020.0,1.0,2.0,707.0,101.0,1940.0,Brimbank
Sunshine North,3,710000.0,13.3,3020.0,1.0,1.0,610.0,,,Brimbank
Sunshine North,4,705000.0,13.3,3020.0,2.0,1.0,570.0,,,Brimbank
Sunshine North,3,520000.0,13.3,3020.0,1.0,1.0,535.0,,,Brimbank
Sunshine North,3,620000.0,13.3,3020.0,3.0,2.0,221.0,155.0,2011.0,Brimbank
Sunshine North,3,503000.0,13.3,3020.0,1.0,1.0,251.0,90.0,1945.0,Brimbank
Sunshine North,5,1000000.0,13.3,3020.0,2.0,1.0,786.0,295.0,1999.0,Brimbank
Sunshine North,3,650000.0,13.3,3020.0,1.0,1.0,556.0,,,Brimbank
Sunshine North,3,871000.0,13.3,3020.0,1.0,2.0,694.0,,,Brimbank
Sunshine West,3,496000.0,13.5,3020.0,1.0,2.0,780.0,,,Brimbank
Sunshine West,3,488000.0,13.5,3020.0,1.0,2.0,538.0,,,Brimbank
Sunshine West,3,560000.0,13.5,3020.0,1.0,3.0,582.0,115.0,1970.0,Brimbank
Sunshine West,3,615000.0,13.5,3020.0,2.0,6.0,667.0,152.0,1975.0,Brimbank
Sunshine West,3,450000.0,13.5,3020.0,3.0,1.0,344.0,178.0,2004.0,Brimbank
Sunshine West,3,581000.0,13.5,3020.0,1.0,4.0,656.0,,1970.0,Brimbank
Sunshine West,4,625000.0,13.5,3020.0,2.0,2.0,611.0,,1960.0,Brimbank
Sunshine West,4,645400.0,13.5,3020.0,2.0,3.0,765.0,,,Brimbank
Sunshine West,3,680000.0,13.5,3020.0,1.0,2.0,726.0,144.0,1966.0,Brimbank
Sunshine West,3,620000.0,13.5,3020.0,1.0,4.0,699.0,125.0,1960.0,Brimbank
Sunshine West,3,545000.0,13.5,3020.0,2.0,1.0,240.0,131.0,2011.0,Brimbank
Sunshine West,5,621000.0,13.5,3020.0,2.0,2.0,596.0,176.0,1997.0,Brimbank
Sunshine West,3,515000.0,13.5,3020.0,1.0,1.0,620.0,106.0,,Brimbank
Sunshine West,4,601000.0,13.5,3020.0,1.0,4.0,520.0,,,Brimbank
Sunshine West,3,687000.0,13.5,3020.0,1.0,1.0,695.0,102.0,1950.0,Brimbank
Sunshine West,3,668000.0,13.5,3020.0,1.0,2.0,697.0,,1970.0,Brimbank
Sunshine West,3,485000.0,13.5,3020.0,4.0,2.0,482.0,166.0,1955.0,Brimbank
Sunshine West,4,510000.0,13.5,3020.0,1.0,1.0,672.0,151.0,1970.0,Brimbank
Sunshine West,3,665000.0,13.5,3020.0,3.0,2.0,699.0,,,Brimbank
Sunshine West,3,500000.0,13.5,3020.0,1.0,1.0,541.0,133.0,1970.0,Brimbank
Sunshine West,3,825000.0,13.5,3020.0,1.0,0.0,792.0,,,Brimbank
Sunshine West,3,480000.0,13.5,3020.0,1.0,2.0,696.0,148.0,1960.0,Brimbank
Sunshine West,3,544500.0,13.5,3020.0,2.0,2.0,696.0,,,Brimbank
Sunshine West,4,621000.0,13.5,3020.0,1.0,1.0,700.0,130.0,1950.0,Brimbank
Sunshine West,3,575000.0,13.5,3020.0,1.0,2.0,686.0,,,Brimbank
Sunshine West,3,650000.0,13.5,3020.0,1.0,3.0,612.0,,1970.0,Brimbank
Sunshine West,3,593000.0,13.5,3020.0,1.0,1.0,534.0,,,Brimbank
Sunshine West,3,690000.0,13.5,3020.0,1.0,0.0,540.0,121.0,1967.0,Brimbank
Sunshine West,3,625000.0,13.5,3020.0,1.0,2.0,650.0,,,Brimbank
Sunshine West,3,660000.0,13.5,3020.0,1.0,4.0,700.0,,,Brimbank
Sunshine West,3,472500.0,13.5,3020.0,1.0,1.0,586.0,,,Brimbank
Sunshine West,3,547500.0,13.5,3020.0,1.0,2.0,603.0,131.0,1950.0,Brimbank
Sunshine West,3,590000.0,13.5,3020.0,2.0,4.0,697.0,,,Brimbank
Sunshine West,1,280000.0,13.5,3020.0,1.0,2.0,0.0,45.0,2009.0,Brimbank
Sunshine West,3,555000.0,13.5,3020.0,1.0,1.0,836.0,106.0,1975.0,Brimbank
Sunshine West,3,587000.0,13.5,3020.0,1.0,1.0,694.0,,,Brimbank
Sunshine West,3,600000.0,13.5,3020.0,2.0,2.0,579.0,156.0,1999.0,Brimbank
Sunshine West,3,622500.0,13.5,3020.0,1.0,1.0,534.0,131.0,1970.0,Brimbank
Sunshine West,2,350000.0,13.5,3020.0,1.0,1.0,235.0,80.0,1990.0,Brimbank
Sunshine West,4,657000.0,13.5,3020.0,2.0,4.0,651.0,178.0,1975.0,Brimbank
Sunshine West,3,795000.0,13.5,3020.0,1.0,2.0,739.0,,,Brimbank
Sunshine West,3,682000.0,13.5,3020.0,1.0,1.0,694.0,155.0,1960.0,Brimbank
Sunshine West,3,520000.0,13.5,3020.0,1.0,2.0,691.0,170.0,1960.0,Brimbank
Sunshine West,3,470000.0,13.5,3020.0,1.0,1.0,591.0,103.0,1971.0,Brimbank
Sunshine West,3,586000.0,13.5,3020.0,1.0,1.0,701.0,120.0,1960.0,Brimbank
Sunshine West,3,305000.0,13.5,3020.0,1.0,2.0,367.0,114.0,1970.0,Brimbank
Sunshine West,4,705000.0,13.5,3020.0,2.0,4.0,759.0,198.0,1975.0,Brimbank
Sunshine West,3,486000.0,13.5,3020.0,1.0,2.0,539.0,,,Brimbank
Sunshine West,4,645000.0,13.5,3020.0,2.0,3.0,616.0,215.0,1970.0,Brimbank
Sunshine West,3,530000.0,13.5,3020.0,1.0,1.0,623.0,,,Brimbank
Sunshine West,3,500000.0,13.5,3020.0,1.0,2.0,627.0,109.0,1970.0,Brimbank
Sunshine West,3,510000.0,13.5,3020.0,2.0,1.0,333.0,141.0,2012.0,Brimbank
Sunshine West,5,715000.0,13.5,3020.0,2.0,2.0,654.0,,,Brimbank
Sunshine West,3,545000.0,13.5,3020.0,1.0,2.0,512.0,,,Brimbank
Sunshine West,3,750500.0,13.5,3020.0,2.0,6.0,805.0,181.0,1995.0,Brimbank
Sunshine West,3,451000.0,13.5,3020.0,1.0,6.0,655.0,146.0,1978.0,Brimbank
Surrey Hills,3,1110000.0,11.2,3127.0,2.0,2.0,401.0,129.0,1970.0,Whitehorse
Surrey Hills,4,2128000.0,11.2,3127.0,3.0,2.0,771.0,312.0,2000.0,Boroondara
Surrey Hills,3,2009000.0,11.2,3127.0,1.0,2.0,843.0,,,Boroondara
Surrey Hills,5,2200000.0,11.2,3127.0,3.0,2.0,735.0,235.0,1920.0,Boroondara
Surrey Hills,3,1330500.0,11.2,3127.0,2.0,2.0,226.0,,2004.0,Boroondara
Surrey Hills,3,1325000.0,11.2,3127.0,2.0,1.0,302.0,,,Whitehorse
Surrey Hills,3,930000.0,11.2,3127.0,2.0,2.0,252.0,,1992.0,Whitehorse
Surrey Hills,2,640000.0,11.2,3127.0,1.0,1.0,0.0,76.0,1970.0,Whitehorse
Surrey Hills,2,745000.0,11.2,3127.0,1.0,1.0,161.0,,,Whitehorse
Surrey Hills,3,2100000.0,11.2,3127.0,2.0,2.0,1255.0,,,Whitehorse
Surrey Hills,3,1700000.0,11.2,3127.0,1.0,1.0,763.0,180.0,1930.0,Boroondara
Surrey Hills,3,1910000.0,11.2,3127.0,2.0,1.0,404.0,,,Boroondara
Surrey Hills,2,1018000.0,11.2,3127.0,1.0,2.0,391.0,15.0,,Whitehorse
Surrey Hills,4,2200000.0,11.2,3127.0,2.0,2.0,734.0,272.0,1920.0,Boroondara
Surrey Hills,3,736000.0,11.2,3127.0,1.0,2.0,195.0,,,Whitehorse
Surrey Hills,2,770000.0,11.2,3127.0,1.0,1.0,156.0,,1960.0,Boroondara
Surrey Hills,4,2345000.0,11.2,3127.0,2.0,2.0,798.0,,,Boroondara
Surrey Hills,4,1530000.0,11.2,3127.0,2.0,2.0,486.0,,1890.0,Whitehorse
Surrey Hills,4,1930000.0,11.2,3127.0,2.0,2.0,867.0,218.0,1950.0,Whitehorse
Surrey Hills,4,1812500.0,11.2,3127.0,2.0,2.0,715.0,230.0,1920.0,Whitehorse
Surrey Hills,2,760000.0,11.2,3127.0,1.0,1.0,681.0,80.0,1968.0,Boroondara
Surrey Hills,4,1300000.0,11.2,3127.0,2.0,2.0,809.0,198.0,1950.0,Whitehorse
Surrey Hills,3,1864000.0,11.2,3127.0,2.0,1.0,405.0,,,Boroondara
Surrey Hills,3,2200000.0,11.2,3127.0,2.0,4.0,816.0,,,Boroondara
Surrey Hills,3,1960000.0,11.2,3127.0,2.0,2.0,585.0,173.0,1930.0,Boroondara
Surrey Hills,2,680000.0,11.2,3127.0,1.0,1.0,387.0,,,Whitehorse
Surrey Hills,4,1455000.0,11.2,3127.0,2.0,1.0,494.0,,,Boroondara
Surrey Hills,3,880000.0,11.2,3127.0,1.0,2.0,217.0,110.0,1970.0,Whitehorse
Surrey Hills,5,1650000.0,11.2,3127.0,5.0,2.0,693.0,,1930.0,Boroondara
Surrey Hills,3,1755000.0,11.2,3127.0,2.0,2.0,808.0,159.0,1970.0,Whitehorse
Surrey Hills,4,1700000.0,11.2,3127.0,1.0,1.0,579.0,143.0,1900.0,Boroondara
Surrey Hills,2,805000.0,11.2,3127.0,1.0,2.0,297.0,,,Boroondara
Surrey Hills,5,1975000.0,11.2,3127.0,2.0,2.0,641.0,286.0,2001.0,Whitehorse
Surrey Hills,2,610000.0,11.2,3127.0,1.0,1.0,102.0,78.0,1970.0,Whitehorse
Surrey Hills,4,2003000.0,11.2,3127.0,2.0,1.0,383.0,,1880.0,Boroondara
Surrey Hills,2,831000.0,11.2,3127.0,1.0,1.0,982.0,,,Boroondara
Surrey Hills,5,1350000.0,11.2,3127.0,2.0,2.0,677.0,,1948.0,Whitehorse
Surrey Hills,2,550000.0,11.2,3127.0,1.0,1.0,174.0,,,Whitehorse
Surrey Hills,4,1850000.0,11.2,3127.0,2.0,2.0,612.0,292.0,1970.0,Whitehorse
Surrey Hills,4,2050000.0,11.2,3127.0,2.0,2.0,949.0,293.0,1910.0,Boroondara
Surrey Hills,5,2100000.0,11.2,3127.0,2.0,2.0,1025.0,277.0,1915.0,Whitehorse
Surrey Hills,3,1150000.0,11.2,3127.0,2.0,1.0,247.0,145.0,2005.0,Whitehorse
Surrey Hills,2,823000.0,11.2,3127.0,1.0,2.0,165.0,,1970.0,Boroondara
Surrey Hills,5,2100000.0,11.2,3127.0,4.0,3.0,827.0,,,Boroondara
Surrey Hills,2,770500.0,11.2,3127.0,2.0,1.0,88.0,92.0,1997.0,Boroondara
Surrey Hills,4,1250000.0,11.2,3127.0,2.0,2.0,457.0,,1930.0,Whitehorse
Surrey Hills,2,600000.0,11.2,3127.0,1.0,1.0,101.0,105.0,1975.0,Boroondara
Surrey Hills,4,2060000.0,11.2,3127.0,2.0,2.0,745.0,,,Whitehorse
Surrey Hills,4,1750000.0,11.2,3127.0,2.0,3.0,817.0,,,Boroondara
Surrey Hills,4,1725000.0,11.2,3127.0,2.0,2.0,798.0,,,Boroondara
Surrey Hills,2,620000.0,11.2,3127.0,1.0,1.0,96.0,,,Boroondara
Surrey Hills,2,562500.0,11.2,3127.0,1.0,0.0,0.0,,1950.0,Boroondara
Surrey Hills,4,1850000.0,11.2,3127.0,2.0,2.0,632.0,,,Boroondara
Surrey Hills,4,2125000.0,11.2,3127.0,2.0,2.0,702.0,239.0,1927.0,Boroondara
Surrey Hills,2,656000.0,11.2,3127.0,1.0,1.0,951.0,76.0,1970.0,Boroondara
Surrey Hills,4,1650000.0,11.2,3127.0,1.0,0.0,437.0,,1890.0,Whitehorse
Surrey Hills,5,1518000.0,11.2,3127.0,2.0,1.0,632.0,231.0,1950.0,Whitehorse
Surrey Hills,3,1560000.0,11.2,3127.0,2.0,1.0,335.0,209.0,2013.0,Boroondara
Surrey Hills,3,1185000.0,11.2,3127.0,2.0,2.0,267.0,,2000.0,Whitehorse
Surrey Hills,3,865000.0,11.2,3127.0,1.0,1.0,217.0,101.0,1970.0,Whitehorse
Surrey Hills,3,1135000.0,11.2,3127.0,1.0,2.0,414.0,,,Whitehorse
Surrey Hills,4,2160000.0,11.2,3127.0,3.0,4.0,1064.0,236.0,1969.0,Whitehorse
Surrey Hills,2,899000.0,11.2,3127.0,1.0,1.0,226.0,,1980.0,Whitehorse
Surrey Hills,6,2000000.0,11.2,3127.0,3.0,4.0,650.0,,1997.0,Whitehorse
Surrey Hills,3,2300000.0,11.2,3127.0,2.0,1.0,735.0,219.0,1920.0,Boroondara
Surrey Hills,2,520000.0,11.2,3127.0,1.0,1.0,0.0,,,Boroondara
Surrey Hills,2,600000.0,11.2,3127.0,1.0,2.0,124.0,80.0,1985.0,Boroondara
Surrey Hills,3,2180000.0,11.2,3127.0,1.0,2.0,441.0,128.0,1910.0,Boroondara
Surrey Hills,2,813000.0,11.2,3127.0,1.0,2.0,108.0,,,Whitehorse
Surrey Hills,3,1205000.0,11.2,3127.0,1.0,2.0,490.0,,,Whitehorse
Surrey Hills,3,1251000.0,11.2,3127.0,2.0,1.0,536.0,211.0,1930.0,Boroondara
Surrey Hills,6,1650000.0,11.2,3127.0,3.0,2.0,713.0,295.0,1928.0,Whitehorse
Surrey Hills,2,600000.0,11.2,3127.0,1.0,1.0,163.0,,,Boroondara
Surrey Hills,4,1835000.0,11.2,3127.0,2.0,2.0,619.0,185.0,1930.0,Boroondara
Surrey Hills,2,778500.0,11.2,3127.0,1.0,1.0,170.0,78.0,1960.0,Boroondara
Surrey Hills,4,1751000.0,11.2,3127.0,1.0,3.0,627.0,,,Boroondara
Surrey Hills,2,694000.0,11.2,3127.0,1.0,1.0,0.0,,,Boroondara
Templestowe Lower,3,1150000.0,13.8,3107.0,2.0,2.0,649.0,,,Manningham
Templestowe Lower,4,1201000.0,13.8,3107.0,2.0,2.0,657.0,221.0,1978.0,Manningham
Templestowe Lower,4,1165000.0,13.8,3107.0,2.0,4.0,673.0,170.0,1972.0,Manningham
Templestowe Lower,3,1098000.0,13.8,3107.0,2.0,1.0,649.0,167.0,,Manningham
Templestowe Lower,3,742500.0,13.8,3107.0,1.0,2.0,313.0,128.0,1980.0,Manningham
Templestowe Lower,5,1050000.0,13.8,3107.0,3.0,2.0,728.0,,,Manningham
Templestowe Lower,4,1257000.0,13.8,3107.0,3.0,2.0,706.0,,,Manningham
Templestowe Lower,3,1101000.0,13.8,3107.0,2.0,2.0,643.0,135.0,1965.0,Manningham
Templestowe Lower,3,641000.0,13.8,3107.0,1.0,2.0,349.0,,,Manningham
Templestowe Lower,8,1150000.0,13.8,3107.0,4.0,3.0,668.0,,,Manningham
Templestowe Lower,3,1200000.0,13.8,3107.0,1.0,2.0,730.0,155.0,1960.0,Manningham
Templestowe Lower,4,990000.0,13.8,3107.0,2.0,2.0,652.0,189.0,1973.0,Manningham
Templestowe Lower,4,1500000.0,13.8,3107.0,2.0,2.0,420.0,255.0,2013.0,Manningham
Templestowe Lower,3,1290000.0,13.8,3107.0,1.0,2.0,900.0,125.0,1960.0,Manningham
Templestowe Lower,4,790000.0,13.8,3107.0,2.0,5.0,671.0,180.0,1970.0,Manningham
Templestowe Lower,5,950000.0,13.8,3107.0,3.0,2.0,700.0,220.0,1973.0,Manningham
Templestowe Lower,4,1421000.0,13.8,3107.0,2.0,2.0,650.0,260.0,1980.0,Manningham
Templestowe Lower,3,1051000.0,13.8,3107.0,2.0,1.0,962.0,142.0,1970.0,Manningham
Templestowe Lower,3,1065000.0,13.8,3107.0,1.0,2.0,664.0,,,Manningham
Templestowe Lower,4,1120000.0,13.8,3107.0,2.0,2.0,636.0,,,Manningham
Templestowe Lower,5,1710000.0,13.8,3107.0,2.0,2.0,666.0,355.0,1980.0,Manningham
Templestowe Lower,4,1280000.0,13.8,3107.0,2.0,2.0,681.0,158.0,1970.0,Manningham
Templestowe Lower,5,750000.0,13.8,3107.0,3.0,4.0,800.0,335.0,2006.0,Manningham
Templestowe Lower,4,1000000.0,13.8,3107.0,3.0,2.0,728.0,164.0,1970.0,Manningham
Templestowe Lower,2,678000.0,13.8,3107.0,1.0,1.0,340.0,90.0,1980.0,Manningham
Templestowe Lower,3,1010000.0,13.8,3107.0,2.0,2.0,751.0,175.0,1968.0,Manningham
Templestowe Lower,4,1325000.0,13.8,3107.0,3.0,2.0,740.0,,,Manningham
Templestowe Lower,3,1210000.0,13.8,3107.0,1.0,1.0,794.0,134.0,1960.0,Manningham
Templestowe Lower,3,766000.0,13.8,3107.0,1.0,1.0,226.0,,,Manningham
Templestowe Lower,3,982000.0,13.8,3107.0,2.0,2.0,652.0,,,Manningham
Templestowe Lower,4,945000.0,13.8,3107.0,2.0,2.0,675.0,181.0,1985.0,Manningham
Templestowe Lower,3,725000.0,13.8,3107.0,1.0,1.0,465.0,105.0,1975.0,Manningham
Templestowe Lower,4,975000.0,13.8,3107.0,2.0,2.0,953.0,,,Manningham
Templestowe Lower,3,1211000.0,13.8,3107.0,2.0,2.0,875.0,123.0,1970.0,Manningham
Templestowe Lower,4,1100000.0,13.8,3107.0,2.0,4.0,654.0,199.0,1970.0,Manningham
Templestowe Lower,3,1155000.0,13.8,3107.0,1.0,1.0,770.0,,,Manningham
Templestowe Lower,4,920000.0,13.8,3107.0,2.0,2.0,678.0,,1980.0,Manningham
Templestowe Lower,3,940000.0,13.8,3107.0,1.0,1.0,661.0,,,Manningham
Templestowe Lower,3,1053000.0,13.8,3107.0,1.0,1.0,726.0,,1960.0,Manningham
Templestowe Lower,3,1002000.0,13.8,3107.0,1.0,2.0,799.0,174.0,1960.0,Manningham
Templestowe Lower,3,755000.0,13.8,3107.0,1.0,2.0,265.0,,1980.0,Manningham
Templestowe Lower,4,1209000.0,13.8,3107.0,2.0,2.0,770.0,160.0,1965.0,Manningham
Templestowe Lower,5,2080000.0,13.8,3107.0,4.0,2.0,646.0,360.0,2016.0,Manningham
Templestowe Lower,3,1050000.0,13.8,3107.0,1.0,2.0,727.0,,1960.0,Manningham
Templestowe Lower,4,1118000.0,13.8,3107.0,2.0,2.0,705.0,195.0,1970.0,Manningham
Templestowe Lower,4,1070000.0,13.8,3107.0,2.0,2.0,637.0,,,Manningham
Templestowe Lower,4,903000.0,13.8,3107.0,1.0,2.0,618.0,22.0,1960.0,Manningham
Templestowe Lower,3,1220000.0,13.8,3107.0,1.0,2.0,720.0,133.0,1960.0,Manningham
Templestowe Lower,4,1222000.0,13.8,3107.0,2.0,4.0,732.0,,,Manningham
Templestowe Lower,3,2025000.0,13.8,3107.0,1.0,2.0,796.0,,,Manningham
Templestowe Lower,4,1650000.0,13.8,3107.0,2.0,2.0,673.0,280.0,2005.0,Manningham
Templestowe Lower,4,1182500.0,13.8,3107.0,2.0,2.0,650.0,150.0,1975.0,Manningham
Templestowe Lower,4,1020000.0,13.8,3107.0,2.0,2.0,652.0,145.0,1965.0,Manningham
Templestowe Lower,3,838000.0,13.8,3107.0,2.0,1.0,467.0,180.0,,Manningham
Templestowe Lower,3,650000.0,13.8,3107.0,1.0,2.0,327.0,120.0,1975.0,Manningham
Templestowe Lower,4,870000.0,13.8,3107.0,1.0,2.0,826.0,,1960.0,Manningham
Templestowe Lower,3,1509000.0,13.8,3107.0,2.0,2.0,812.0,158.0,1960.0,Manningham
Templestowe Lower,4,1358500.0,13.8,3107.0,2.0,2.0,742.0,,,Manningham
Thornbury,3,510000.0,6.5,3071.0,1.0,1.0,0.0,,,Darebin
Thornbury,2,470000.0,6.5,3071.0,1.0,1.0,0.0,,1970.0,Darebin
Thornbury,2,435000.0,6.5,3071.0,1.0,1.0,1054.0,,,Darebin
Thornbury,1,517500.0,6.5,3071.0,1.0,0.0,0.0,53.0,1910.0,Darebin
Thornbury,1,370000.0,6.5,3071.0,1.0,1.0,0.0,62.0,1999.0,Darebin
Thornbury,2,805000.0,6.5,3071.0,1.0,2.0,164.0,95.0,2009.0,Darebin
Thornbury,4,1428888.0,6.5,3071.0,2.0,1.0,470.0,153.0,1930.0,Darebin
Thornbury,2,940000.0,6.5,3071.0,1.0,1.0,372.0,110.0,1950.0,Darebin
Thornbury,1,270000.0,6.5,3071.0,1.0,1.0,0.0,33.0,1970.0,Darebin
Thornbury,3,865000.0,6.5,3071.0,2.0,2.0,158.0,,,Darebin
Thornbury,2,700000.0,6.5,3071.0,1.0,1.0,139.0,,,Darebin
Thornbury,3,910000.0,6.5,3071.0,2.0,1.0,0.0,,,Darebin
Thornbury,3,1135000.0,6.5,3071.0,1.0,1.0,294.0,,,Darebin
Thornbury,1,260000.0,6.5,3071.0,1.0,1.0,0.0,,1970.0,Darebin
Thornbury,2,505000.0,6.5,3071.0,1.0,1.0,0.0,,,Darebin
Thornbury,1,365000.0,6.5,3071.0,1.0,1.0,0.0,40.0,1970.0,Darebin
Thornbury,3,1430000.0,6.5,3071.0,1.0,3.0,705.0,,,Darebin
Thornbury,2,525500.0,6.5,3071.0,1.0,1.0,724.0,72.0,1975.0,Darebin
Thornbury,3,1210000.0,6.5,3071.0,2.0,2.0,398.0,,,Darebin
Thornbury,2,944000.0,6.5,3071.0,1.0,1.0,185.0,78.0,1900.0,Darebin
Thornbury,2,970000.0,6.5,3071.0,1.0,3.0,491.0,,,Darebin
Thornbury,3,887000.0,6.5,3071.0,2.0,2.0,540.0,129.0,1935.0,Darebin
Thornbury,1,277500.0,6.5,3071.0,1.0,1.0,0.0,,,Darebin
Thornbury,3,701000.0,6.5,3071.0,3.0,2.0,273.0,71.0,1958.0,Darebin
Thornbury,2,740000.0,6.5,3071.0,1.0,2.0,467.0,,,Darebin
Thornbury,2,1110000.0,6.5,3071.0,1.0,0.0,288.0,105.0,1925.0,Darebin
Thornbury,4,795000.0,6.5,3071.0,2.0,1.0,402.0,,,Darebin
Thornbury,1,332000.0,6.5,3071.0,1.0,1.0,612.0,48.0,1975.0,Darebin
Thornbury,3,1265000.0,6.5,3071.0,2.0,2.0,397.0,97.0,1920.0,Darebin
Thornbury,2,1085000.0,6.5,3071.0,1.0,2.0,303.0,102.0,1930.0,Darebin
